"","title","date","company","salary","maxsal","minsal","location","summary","link"
"392","Data Scientist - AI/ML Engineer","Today","Softnice","",NA,NA,"Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"393","Senior Data Scientist","Today","Headcheckit.com","112,853 - 204,864","204,864","112,853",NA,"Being part of a team of data scientists.","https://www.indeed.com/company/Headcheckit.com/jobs/Senior-Data-Scientist-ea327af8483ea0fd?fccid=ee23b99f71507d73&vjs=3"
"394","Data Scientist","Just posted","Alto Neuroscience, Inc","56,879 - 133,465","133,465","56,879","San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"395","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","70,000 - 90,000","90,000","70,000","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"396","Data Scientist","8","Cognowiz solutions LLC","81,078 - 129,709","129,709","81,078","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"397","Data Scientist","Just posted","Dataiku","",NA,NA,"New York, NY","Our ideal candidate is comfortable learning new languages, technologies, and modeling techniques while being able to explain their work to other data scientists…","https://www.indeed.com/rc/clk?jk=3660684698cec841&fccid=4640437a3109c91f&vjs=3"
"398","Co-op Data Scientist 2021","30","The Hershey Company","70,000 - 177,616","177,616","70,000","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"399","Data Scientist (Junior)","30","KBR","",NA,NA,"Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"400","Data Scientist, Intermediate","13","UVA Medical Center","",NA,NA,"Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"401","Supply Chain Data Scientist","Just posted","TCS","112,853 - 204,864","204,864","112,853","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"402","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","56,879 - 133,465","133,465","56,879","Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"403","Data Scientist","7","ACHNET Inc","70,000 - 90,000","90,000","70,000","Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"404","Data Scientist","20","RMDS Lab, Inc","81,078 - 129,709","129,709","81,078","South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"405","Forward Deployed Data Scientist","13","Cresta","",NA,NA,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"406","Data Scientist - AI/ML Engineer","Today","Softnice","70,000 - 177,616","177,616","70,000","Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"407","Data Scientist","Just posted","Caterpillar","",NA,NA,"Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"408","Data Scientist","4","RS21","112,853 - 204,864","204,864","112,853","Arlington, VA","Proficiency with modern approaches in data analytics (e.g., statistics, machine learning, econometrics).","https://www.indeed.com/rc/clk?jk=5ef518d03638c56b&fccid=294d5debc2c11988&vjs=3"
"409","Senior Data Scientist","Today","Headcheckit.com","56,879 - 133,465","133,465","56,879",NA,"Being part of a team of data scientists.","https://www.indeed.com/company/Headcheckit.com/jobs/Senior-Data-Scientist-ea327af8483ea0fd?fccid=ee23b99f71507d73&vjs=3"
"410","Data Scientist","Just posted","Alto Neuroscience, Inc","70,000 - 90,000","90,000","70,000","San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"411","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","81,078 - 129,709","129,709","81,078","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"412","Clinical Data Scientist","30","Nucleus","",NA,NA,"Glen Allen, VA","This candidate will leverage prospective analytics and use data mining, data analysis, automation, and machine learning methods, to measure performance and…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dx0GoiNX9h-zZrnOAAXGM__uzOpWkPF_tkiRA3-eRCCiRJEM5stoV9t7SFD56jHmbl3261G37hTuBAd0D2_beqXw0Iwo-hLbbhVln3W01GlCEgSN2oqQ_AQRke2Rax8eHN8O6VwBJ92ZcbByNMI7ORxqSkFAzJXXDkBigyyKdI5WQvtQprKp0pgNLpiS44mNL4oZ9wR00PXv79SpXZVo7VikAUOHfqGgATQh61BSPQA07T4bnmJsL331OVY7dURgyN23QZiXwa2ETgwIKaRj2ZYwo8XKqgR8C0Tx2co8Tj9Ds75I0SsZBV5-Ig2COPf9DwNJLkaBJgL_lvFPjLdcL6VFXIZPgarwkA6xiaxivJFz880afnUoWiHUHzeqCpe-zakkBH_JDEPynWBj--uBkEDFr-bp6UuGyr6MQOp55h0fFDMXHYX3EzOhlpEU04-BzFGRtZClMvgw==&p=4&fvj=1&vjs=3"
"413","Data Scientist","8","Cognowiz solutions LLC","70,000 - 177,616","177,616","70,000","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"414","Data Scientist","Just posted","Dataiku","",NA,NA,"New York, NY","Our ideal candidate is comfortable learning new languages, technologies, and modeling techniques while being able to explain their work to other data scientists…","https://www.indeed.com/rc/clk?jk=3660684698cec841&fccid=4640437a3109c91f&vjs=3"
"415","Co-op Data Scientist 2021","30","The Hershey Company","112,853 - 204,864","204,864","112,853","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"416","Data Scientist (Junior)","30","KBR","56,879 - 133,465","133,465","56,879","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"417","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 90,000","90,000","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"418","Supply Chain Data Scientist","Just posted","TCS","81,078 - 129,709","129,709","81,078","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"419","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"420","Data Scientist","7","ACHNET Inc","70,000 - 177,616","177,616","70,000","Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"421","Data Scientist","20","RMDS Lab, Inc","",NA,NA,"South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"422","Forward Deployed Data Scientist","13","Cresta","112,853 - 204,864","204,864","112,853",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"423","Data Scientist","Just posted","Analog Devices","112,853 - 204,864","204,864","112,853","Norwood, MA","Perform data analysis to generate business insights.","https://www.indeed.com/rc/clk?jk=057da96196b18f5a&fccid=795688f508690d17&vjs=3"
"424","Data Scientist","4","RS21","56,879 - 133,465","133,465","56,879","Arlington, VA","Proficiency with modern approaches in data analytics (e.g., statistics, machine learning, econometrics).","https://www.indeed.com/rc/clk?jk=5ef518d03638c56b&fccid=294d5debc2c11988&vjs=3"
"425","Senior Data Scientist","Today","Headcheckit.com","70,000 - 90,000","90,000","70,000",NA,"Being part of a team of data scientists.","https://www.indeed.com/company/Headcheckit.com/jobs/Senior-Data-Scientist-ea327af8483ea0fd?fccid=ee23b99f71507d73&vjs=3"
"426","Data Scientist","Just posted","Alto Neuroscience, Inc","81,078 - 129,709","129,709","81,078","San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"427","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","",NA,NA,"Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"428","Data Scientist","8","Cognowiz solutions LLC","70,000 - 177,616","177,616","70,000","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"429","Data Scientist","Just posted","Dataiku","",NA,NA,"New York, NY","Our ideal candidate is comfortable learning new languages, technologies, and modeling techniques while being able to explain their work to other data scientists…","https://www.indeed.com/rc/clk?jk=3660684698cec841&fccid=4640437a3109c91f&vjs=3"
"430","Co-op Data Scientist 2021","30","The Hershey Company","112,853 - 204,864","204,864","112,853","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"431","Data Scientist (Junior)","30","KBR","56,879 - 133,465","133,465","56,879","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"432","Data Scientist, Intermediate","13","UVA Medical Center","70,000 - 90,000","90,000","70,000","Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"433","Supply Chain Data Scientist","Just posted","TCS","81,078 - 129,709","129,709","81,078","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"434","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","",NA,NA,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"435","Data Scientist","7","ACHNET Inc","70,000 - 177,616","177,616","70,000","Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"436","Data Scientist","20","RMDS Lab, Inc","",NA,NA,"South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"437","Forward Deployed Data Scientist","13","Cresta","112,853 - 204,864","204,864","112,853",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"438","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","56,879 - 133,465","133,465","56,879","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
